"gene_id","gene_name"
"ECB_00001","thrL"
"ECB_00002","thrA"
"ECB_00003","thrB"
"ECB_00004","thrC"
"ECB_00005","yaaX"
"ECB_00006","yaaA"
"ECB_00007","yaaJ"
"ECB_00008","talB"
"ECB_00009","mogA"
"ECB_00010","yaaH"
"ECB_00011","yaaW"
"ECB_00012","htgA"
"ECB_00013","yaaI"
"ECB_00014","dnaK"
"RF02031.1","tpke11"
"ECB_00015","dnaJ"
"ECB_00016","insL-1"
"ECB_00017","mokC"
"RF01794.1","sokC"
"ECB_00018","nhaA"
"ECB_00019","nhaR"
"ECB_00020","ECB_00020"
"ECB_00021","ECB_00021"
"ECB_00022","ECB_00022"
"ECB_00023","insA-1"
"ECB_00024","insB-1"
"ECB_00025","ECB_00025"
"ECB_00026","ECB_00026"
"ECB_00027","rpsT"
"ECB_00028","yaaY"
"ECB_00029","ribF"
"ECB_00030","ileS"
"ECB_00031","lspA"
"ECB_00032","fkpB"
"ECB_00033","ispH"
"ECB_00034","rihC"
"ECB_00035","dapB"
"ECB_00036","carA"
"ECB_00037","carB"
"ECB_00038","caiF"
"ECB_00039","caiE"
"ECB_00040","caiD"
"ECB_00041","caiC"
"ECB_00042","caiB"
"ECB_00043","caiA"
"ECB_00044","caiT"
"ECB_00045","fixA"
"ECB_00046","fixB"
"ECB_00047","fixC"
"ECB_00048","fixX"
"ECB_00049","yaaU"
"ECB_00050","yabF"
"ECB_00051","kefC"
"ECB_00052","folA"
"ECB_00053","apaH"
"ECB_00054","apaG"
"ECB_00055","ksgA"
"ECB_00056","pdxA"
"ECB_00057","surA"
"ECB_00058","imp"
"ECB_00059","djlA"
"ECB_00060","rluA"
"ECB_00061","hepA"
"ECB_00062","polB"
"ECB_00063","araD"
"ECB_00064","araA"
"ECB_00065","araB"
"ECB_00066","araC"
"ECB_00067","yabI"
"ECB_00068","yabJ"
"ECB_00069","thiP"
"ECB_00070","tbpA"
"ECB_00071","yabN"
"RF00534.1","sgrS"
"ECB_00072","setA"
"ECB_00073","leuD"
"ECB_00074","leuC"
"ECB_00075","leuB"
"ECB_00076","leuA"
"ECB_00077","leuL"
"ECB_00078","leuO"
"ECB_00079","ilvI"
"ECB_00080","ilvH"
"ECB_00081","fruR"
"ECB_00082","yabB"
"ECB_00083","mraW"
"ECB_00084","ftsL"
"ECB_00085","ftsI"
"ECB_00086","murE"
"ECB_00087","murF"
"ECB_00088","mraY"
"ECB_00089","murD"
"ECB_00090","ftsW"
"ECB_00091","murG"
"ECB_00092","murC"
"ECB_00093","ddl"
"ECB_00094","ftsQ"
"ECB_00095","ftsA"
"ECB_00096","ftsZ"
"ECB_00097","lpxC"
"ECB_00098","yacA"
"ECB_00099","secA"
"RF02057.1","STnc40"
"ECB_00100","mutT"
"ECB_00101","yacG"
"ECB_00102","yacF"
"ECB_00103","coaE"
"ECB_00104","guaC"
"ECB_00105","hofC"
"ECB_00106","hofB"
"ECB_00107","ppdD"
"ECB_00108","nadC"
"ECB_00109","ampD"
"ECB_00110","ampE"
"ECB_00111","aroP"
"ECB_00112","pdhR"
"RF02030.1","tp2"
"ECB_00113","aceE"
"ECB_00114","aceF"
"ECB_00115","lpdA"
"ECB_00116","yacH"
"ECB_00117","acnB"
"ECB_00118","yacL"
"ECB_00119","speD"
"ECB_00120","speE"
"ECB_00121","yacC"
"ECB_00122","cueO"
"ECB_00123","gcd"
"ECB_00124","hpt"
"ECB_00125","yadF"
"ECB_00126","yadG"
"ECB_00127","yadH"
"ECB_00128","yadI"
"ECB_00129","yadE"
"ECB_00130","panD"
"ECB_00131","yadD"
"ECB_00132","panC"
"ECB_00133","panB"
"ECB_00134","yadC"
"ECB_00135","yadK"
"ECB_00136","yadL"
"ECB_00137","yadM"
"ECB_00138","htrE"
"ECB_00139","ecpD"
"ECB_00140","yadN"
"ECB_00141","folK"
"ECB_00142","pcnB"
"ECB_00143","yadB"
"ECB_00144","dksA"
"ECB_00145","sfsA"
"ECB_00146","ligT"
"ECB_00147","hrpB"
"ECB_00148","mrcB"
"ECB_00149","fhuA"
"ECB_00150","fhuC"
"ECB_00151","fhuD"
"ECB_00152","fhuB"
"ECB_00153","hemL"
"ECB_00154","yadQ"
"ECB_00155","yadR"
"ECB_00156","yadS"
"ECB_00157","yadT"
"ECB_00158","pfs"
"ECB_00159","dgt"
"ECB_00160","degP"
"ECB_00161","cdaR"
"ECB_00162","yaeH"
"ECB_00163","yaeI"
"ECB_00164","dapD"
"ECB_00165","glnD"
"ECB_00166","map"
"RF00127.1","t44"
"ECB_00167","rpsB"
"ECB_00168","tsf"
"ECB_00169","pyrH"
"ECB_00170","frr"
"ECB_00171","ispC"
"ECB_00172","uppS"
"ECB_00173","cdsA"
"ECB_00174","yaeL"
"ECB_00175","yaeT"
"ECB_00176","hlpA"
"ECB_00177","lpxD"
"ECB_00178","fabZ"
"ECB_00179","lpxA"
"ECB_00180","lpxB"
"ECB_00181","rnhB"
"ECB_00182","dnaE"
"ECB_00183","accA"
"ECB_00184","ldcC"
"ECB_00185","yaeR"
"ECB_00186","tilS"
"ECB_00187","rof"
"ECB_00188","yaeP"
"ECB_00189","yaeQ"
"ECB_00190","yaeJ"
"ECB_00191","cutF"
"ECB_00192","yaeF"
"ECB_00193","proS"
"ECB_00194","yaeB"
"ECB_00195","rcsF"
"ECB_00196","metQ"
"ECB_00197","metI"
"ECB_00198","metN"
"ECB_00199","gmhB"
"ECB_r00001","rrsH"
"ECB_t00001","ileV"
"ECB_t00002","alaV"
"RF01830.1","StyR-44"
"ECB_r00002","rrlH"
"ECB_r00003","rrfH"
"ECB_t00003","aspU"
"ECB_00200","dkgB"
"ECB_00201","yafC"
"ECB_00202","yafD"
"ECB_00203","yafE"
"ECB_00204","mltD"
"ECB_00205","gloB"
"ECB_00206","yafS"
"ECB_00207","rnhA"
"ECB_00208","dnaQ"
"ECB_t00004","aspV"
"ECB_00209","yafT"
"ECB_00210","insA-2"
"ECB_00211","insB-2"
"ECB_00212","ECB_00212"
"ECB_00213","yhhI"
"ECB_00214","yafV"
"ECB_00215","ykfE"
"ECB_00216","fadE"
"ECB_00217","lpcA"
"ECB_00218","yafJ"
"ECB_00219","yafK"
"ECB_00220","yafQ"
"ECB_00221","dinJ"
"ECB_00222","yafL"
"ECB_00223","yafM"
"ECB_00224","fhiA"
"ECB_00225","mbhA"
"ECB_00226","dinB"
"ECB_00227","yafN"
"ECB_00228","yafO"
"ECB_00229","yafP"
"ECB_00230","ykfJ"
"ECB_00231","prfH"
"ECB_00232","pepD"
"ECB_00233","gpt"
"ECB_00234","yafA"
"ECB_00235","crl"
"ECB_00236","insA-3"
"ECB_00237","insB-3"
"ECB_00238","phoE"
"ECB_00239","proB"
"ECB_00240","proA"
"ECB_t00005","thrW"
"ECB_00241","yagP"
"ECB_00242","yagQ"
"ECB_00243","yagR"
"ECB_00244","yagS"
"ECB_00245","yagT"
"ECB_00246","yagU"
"RF02111.1","IS009"
"ECB_00247","ykgJ"
"ECB_00248","yagV"
"ECB_00249","yagW"
"ECB_00250","yagX"
"ECB_00251","yagY"
"ECB_00252","yagZ"
"ECB_00253","ykgK"
"ECB_00254","ykgL"
"ECB_00255","ykgM"
"ECB_00256","eaeH"
"ECB_00257","ykgA"
"ECB_00258","ykgB"
"ECB_00259","ykgI"
"ECB_00260","ykgC"
"ECB_00261","ykgD"
"ECB_00262","ykgE"
"ECB_00263","ykgF"
"ECB_00264","ykgG"
"ECB_00265","ECB_00265"
"ECB_00266","ykgH"
"ECB_00267","betA"
"ECB_00268","betB"
"ECB_00269","betI"
"ECB_00270","betT"
"ECB_00271","yahA"
"ECB_00272","yahB"
"ECB_00273","yahC"
"ECB_00274","yahD"
"ECB_00275","yahE"
"ECB_00276","yahF"
"ECB_00277","yahG"
"ECB_00278","yahI"
"ECB_00279","yahJ"
"ECB_00280","yahK"
"ECB_00281","yahL"
"ECB_00282","yahM"
"ECB_00283","yahN"
"ECB_00284","yahO"
"ECB_00285","prpR"
"ECB_00286","prpB"
"ECB_00287","prpC"
"ECB_00288","prpD"
"ECB_00289","prpE"
"ECB_00290","codB"
"ECB_00291","codA"
"ECB_00292","cynR"
"ECB_00293","cynT"
"ECB_00294","cynS"
"ECB_00295","cynX"
"ECB_00296","lacA"
"ECB_00297","lacY"
"ECB_00298","lacZ"
"ECB_00299","lacI"
"ECB_00300","mhpR"
"ECB_00301","mhpA"
"ECB_00302","mhpB"
"ECB_00303","mhpC"
"ECB_00304","mhpD"
"ECB_00305","mhpF"
"ECB_00306","mhpE"
"ECB_00307","mhpT"
"ECB_00308","yaiL"
"ECB_00309","frmB"
"ECB_00310","frmA"
"ECB_00311","frmR"
"ECB_00312","yaiO"
"ECB_00313","insB-4"
"ECB_00314","insA-4"
"ECB_00315","tauA"
"ECB_00316","tauB"
"ECB_00317","tauC"
"ECB_00318","tauD"
"ECB_00319","hemB"
"ECB_00320","ECB_00320"
"ECB_00321","yaiT"
"ECB_00322","yaiV"
"ECB_00323","ampH"
"ECB_00324","sbmA"
"ECB_00325","yaiW"
"ECB_00326","yaiY"
"ECB_00327","yaiZ"
"ECB_00328","ddl"
"ECB_00329","yaiB"
"ECB_00330","phoA"
"ECB_00331","psiF"
"ECB_00332","yaiC"
"ECB_00333","proC"
"ECB_00334","yaiI"
"ECB_00335","aroL"
"ECB_00336","yaiA"
"ECB_00337","aroM"
"ECB_00338","yaiE"
"ECB_00339","ykiA"
"ECB_00340","insB-5"
"ECB_00341","insA-5"
"ECB_00342","rdgC"
"ECB_00343","yajF"
"ECB_00344","araJ"
"ECB_00345","sbcC"
"ECB_00346","sbcD"
"ECB_00347","phoB"
"ECB_00348","phoR"
"ECB_00349","brnQ"
"ECB_00350","proY"
"ECB_00351","malZ"
"ECB_00352","yajB"
"ECB_00353","queA"
"ECB_00354","tgt"
"ECB_00355","yajC"
"ECB_00356","secD"
"ECB_00357","secF"
"ECB_00358","yajD"
"ECB_00359","tsx"
"ECB_00360","yajI"
"ECB_00361","ybaD"
"ECB_00362","ribD"
"ECB_00363","ribH"
"ECB_00364","nusB"
"ECB_00365","thiL"
"ECB_00366","pgpA"
"ECB_00367","yajO"
"ECB_00368","dxs"
"ECB_00369","ispA"
"ECB_00370","xseB"
"ECB_00371","thiI"
"ECB_00372","thiJ"
"ECB_00373","apbA"
"ECB_00374","yajQ"
"ECB_00375","yajR"
"ECB_00376","ECB_00376"
"ECB_00377","ECB_00377"
"ECB_00378","ECB_00378"
"ECB_00379","cyoE"
"ECB_00380","cyoD"
"ECB_00381","cyoC"
"ECB_00382","cyoB"
"ECB_00383","cyoA"
"ECB_00384","ampG"
"ECB_00385","yajG"
"ECB_00386","bolA"
"ECB_00387","tig"
"ECB_00388","clpP"
"ECB_00389","clpX"
"RF02029.1","sraA"
"ECB_00390","insL-2"
"ECB_00391","lon"
"ECB_00392","hupB"
"ECB_00393","ppiD"
"ECB_00394","ybaV"
"ECB_00395","ybaW"
"ECB_00396","ybaX"
"ECB_00397","ybaE"
"ECB_00398","cof"
"ECB_00399","ybaO"
"ECB_00400","mdlA"
"ECB_00401","mdlB"
"ECB_00402","glnK"
"ECB_00403","amtB"
"ECB_00404","tesB"
"ECB_00405","ybaY"
"ECB_00406","ybaZ"
"RF00169.1","SRP"
"ECB_00407","ybaA"
"ECB_00408","ylaB"
"ECB_00409","ylaC"
"ECB_00410","maa"
"ECB_00411","hha"
"ECB_00412","ybaJ"
"ECB_00413","acrB"
"ECB_00414","acrA"
"ECB_00415","acrR"
"ECB_00416","kefA"
"ECB_00417","ybaM"
"ECB_00418","priC"
"ECB_00419","ybaN"
"ECB_00420","apt"
"ECB_00421","dnaX"
"ECB_00422","ybaB"
"ECB_00423","recR"
"ECB_00424","htpG"
"ECB_00425","adk"
"ECB_00426","hemH"
"ECB_00427","aes"
"ECB_00428","gsk"
"ECB_00429","ybaL"
"ECB_00430","fsr"
"ECB_00431","ushA"
"ECB_00432","ybaK"
"RF00368.1","sroB"
"ECB_00433","ybaP"
"ECB_00434","ybaQ"
"ECB_00435","copA"
"ECB_00436","ybaS"
"ECB_00437","ybaT"
"ECB_00438","cueR"
"ECB_00439","ybbJ"
"ECB_00440","ybbK"
"ECB_00441","ybbL"
"ECB_00442","ybbM"
"ECB_00443","ybbN"
"ECB_00444","ybbO"
"ECB_00445","tesA"
"ECB_00446","ybbA"
"ECB_00447","ybbP"
"ECB_00448","rhsD"
"ECB_00449","ybbC"
"ECB_00450","ylbH"
"ECB_00451","ybbD"
"ECB_00452","ylbG"
"ECB_00453","ybbB"
"ECB_00454","ybbS"
"ECB_00455","allA"
"ECB_00456","allR"
"ECB_00457","gcl"
"ECB_00458","hyi"
"ECB_00459","glxR"
"ECB_00460","ybbV"
"ECB_00461","allP"
"ECB_00462","allB"
"ECB_00463","ybbY"
"ECB_00464","glxK"
"RF02068.1","STnc480"
"ECB_00465","ylbA"
"ECB_00466","allC"
"ECB_00467","allD"
"ECB_00468","fdrA"
"ECB_00469","ylbE"
"ECB_00470","ylbF"
"ECB_00471","arcC"
"ECB_00472","purK"
"ECB_00473","purE"
"ECB_00474","ybbF"
"ECB_00475","ppiB"
"ECB_00476","cysS"
"ECB_00477","ybcI"
"ECB_00478","ybcJ"
"ECB_00479","folD"
"ECB_00480","sfmA"
"ECB_00481","sfmC"
"ECB_00482","sfmD"
"ECB_00483","sfmH"
"ECB_00484","sfmF"
"ECB_00485","fimZ"
"ECB_t00007","argU"
"ECB_00486","intD"
"ECB_00487","ECB_00487"
"ECB_00488","ECB_00488"
"ECB_00489","ECB_00489"
"ECB_00490","ECB_00490"
"ECB_00491","ybcD"
"ECB_00492","renD"
"ECB_00493","emrE"
"ECB_00494","ybcK"
"ECB_00495","ybcL"
"ECB_00496","ybcM"
"ECB_00497","ybcN"
"ECB_00498","ninE"
"ECB_00499","ybcO"
"ECB_00500","rus"
"ECB_00501","ylcG"
"ECB_00502","ybcQ"
"ECB_00503","nmpC"
"ECB_00504","insB-6"
"ECB_00505","insA-6"
"ECB_00503","nmpC"
"ECB_00506","ybcR"
"ECB_00507","ybcS"
"ECB_00508","ybcT"
"ECB_00509","ybcU"
"ECB_00510","ECB_00510"
"ECB_00511","nohB"
"ECB_00512","ECB_00512"
"ECB_00513","ECB_00513"
"ECB_00514","ECB_00514"
"ECB_00515","ECB_00515"
"ECB_00516","ECB_00516"
"ECB_00517","ECB_00517"
"ECB_00518","appY"
"ECB_00519","ompT"
"ECB_00520","envY"
"ECB_00521","ybcH"
"ECB_00522","nfrA"
"ECB_00523","nfrB"
"ECB_00524","ECB_00524"
"ECB_00525","yhhI"
"ECB_00526","ECB_00526"
"ECB_00527","ECB_00527"
"ECB_00528","ECB_00528"
"ECB_00529","ECB_00529"
"ECB_00530","ECB_00530"
"ECB_00531","cusS"
"ECB_00532","cusR"
"ECB_00533","cusC"
"ECB_00534","ylcC"
"ECB_00535","cusB"
"ECB_00536","cusA"
"ECB_00537","pheP"
"ECB_00538","ybdG"
"ECB_00539","nfnB"
"ECB_00540","ybdF"
"ECB_00541","ybdJ"
"ECB_00542","ybdK"
"ECB_00543","insJ-1"
"ECB_00544","insK-1"
"ECB_00545","insB-7"
"ECB_00546","insA-7"
"ECB_00544","insK-1"
"ECB_00547","hokE"
"ECB_00548","insL-3"
"ECB_00549","entD"
"ECB_00550","fepA"
"ECB_00551","fes"
"ECB_00552","ybdZ"
"ECB_00553","entF"
"ECB_00554","fepE"
"ECB_00555","fepC"
"ECB_00556","fepG"
"ECB_00557","fepD"
"ECB_00558","ybdA"
"ECB_00559","fepB"
"ECB_00560","entC"
"ECB_00561","entE"
"ECB_00562","entB"
"ECB_00563","entA"
"ECB_00564","ybdB"
"ECB_00565","cstA"
"ECB_00566","ybdD"
"ECB_00567","ybdH"
"ECB_00568","ybdL"
"ECB_00569","ybdM"
"ECB_00570","ybdN"
"ECB_00571","insB-8"
"ECB_00572","insA-8"
"ECB_00573","dsbG"
"ECB_00574","ahpC"
"ECB_00575","ahpF"
"ECB_00576","ybdQ"
"ECB_00577","ybdR"
"ECB_00578","rnk"
"RF01771.1","rnk_leader"
"ECB_00579","rna"
"ECB_00580","citT"
"ECB_00581","citG"
"ECB_00582","citX"
"ECB_00583","citF"
"ECB_00584","citE"
"ECB_00585","citD"
"ECB_00586","citC"
"ECB_00587","insB-9"
"ECB_00588","insA-9"
"ECB_00589","citA"
"ECB_00590","citB"
"ECB_00591","dcuC"
"ECB_00592","crcA"
"ECB_00593","cspE"
"ECB_00594","ccrB"
"ECB_00595","ybeM"
"ECB_00596","tatE"
"ECB_00597","lipA"
"ECB_00598","ybeF"
"ECB_00599","lipB"
"ECB_00600","ybeD"
"ECB_00601","dacA"
"ECB_00602","rlpA"
"ECB_00603","mrdB"
"ECB_00604","mrdA"
"ECB_00605","ybeA"
"ECB_00606","ybeB"
"ECB_00607","phpB"
"ECB_00608","nadD"
"ECB_00609","holA"
"ECB_00610","rlpB"
"ECB_00611","leuS"
"ECB_00612","ybeL"
"ECB_00613","ybeQ"
"ECB_00614","ybeR"
"ECB_00615","ybeV"
"ECB_00616","hscC"
"ECB_00617","rihA"
"ECB_00618","gltL"
"ECB_00619","insJ-2"
"ECB_00620","insK-2"
"ECB_00618","gltL"
"ECB_00621","gltK"
"ECB_00622","gltJ"
"RF00369.1","sroC"
"ECB_00623","gltI"
"ECB_00624","ECB_00624"
"ECB_00625","lnt"
"ECB_00626","ybeX"
"ECB_00627","ybeY"
"ECB_00628","ybeZ"
"ECB_00629","yleA"
"ECB_00630","ubiF"
"ECB_t00008","glnX"
"ECB_t00009","glnV"
"ECB_t00010","metU"
"ECB_t00011","glnW"
"ECB_t00012","glnU"
"ECB_t00013","leuW"
"ECB_t00014","metT"
"ECB_00631","asnB"
"ECB_00632","nagD"
"ECB_00633","nagC"
"ECB_00634","nagA"
"ECB_00635","nagB"
"ECB_00636","nagE"
"ECB_00637","glnS"
"ECB_00638","ybfM"
"ECB_00639","ybfN"
"ECB_00640","fur"
"ECB_00641","fldA"
"ECB_00642","ybfE"
"ECB_00643","ybfF"
"ECB_00644","seqA"
"ECB_00645","pgm"
"ECB_00646","ybfP"
"ECB_00647","ybfGH"
"ECB_00648","potE"
"ECB_00649","speF"
"ECB_00650","ECB_00650"
"ECB_00651","kdpE"
"ECB_00652","kdpD"
"ECB_00653","kdpC"
"ECB_00654","kdpB"
"ECB_00655","kdpA"
"ECB_00656","kdpF"
"ECB_00657","ybfA"
"ECB_00658","rhsC"
"ECB_00659","ybfB"
"ECB_00660","ybfO"
"ECB_00661","ybfC"
"ECB_00662","ECB_00662"
"ECB_00663","ECB_00663"
"ECB_00664","ECB_00664"
"ECB_00665","yhhI"
"ECB_00666","ybfD"
"ECB_00667","ybgA"
"ECB_00668","phrB"
"ECB_00669","ybgH"
"ECB_00670","ybgI"
"ECB_00671","ybgJ"
"ECB_00672","ybgK"
"ECB_00673","ybgL"
"ECB_00674","nei"
"ECB_00675","abrB"
"ECB_00676","ybgO"
"ECB_00677","ybgP"
"ECB_00678","ybgQ"
"ECB_00679","ybgD"
"ECB_00680","gltA"
"ECB_00681","sdhC"
"ECB_00682","sdhD"
"ECB_00683","sdhA"
"ECB_00684","sdhB"
"ECB_00685","sucA"
"ECB_00686","sucB"
"ECB_00687","sucC"
"ECB_00688","sucD"
"ECB_00689","farR"
"ECB_00690","hrsA"
"ECB_00691","ybgG"
"ECB_00692","cydA"
"ECB_00693","cydB"
"ECB_00694","ybgT"
"ECB_00695","ybgE"
"ECB_00696","ybgC"
"ECB_00697","tolQ"
"ECB_00698","tolR"
"ECB_00699","tolA"
"ECB_00700","tolB"
"ECB_00701","pal"
"ECB_00702","ybgF"
"ECB_t00015","lysT"
"ECB_t00016","valT"
"ECB_t00017","lysW"
"ECB_t00018","valZ"
"ECB_t00019","lysY"
"ECB_t00020","lysZ"
"ECB_t00021","lysQ"
"ECB_00703","nadA"
"ECB_00704","pnuC"
"ECB_00705","ybgR"
"ECB_00706","ybgS"
"ECB_00707","aroG"
"ECB_00708","gpmA"
"ECB_00709","galM"
"ECB_00710","galK"
"ECB_00711","galT"
"ECB_00712","galE"
"ECB_00713","modF"
"ECB_00714","modE"
"ECB_00715","ybhT"
"ECB_00716","modA"
"ECB_00717","modB"
"ECB_00718","modC"
"ECB_00719","ybhA"
"ECB_00720","ybhE"
"ECB_00721","ybhD"
"ECB_00722","ybhH"
"ECB_00723","ybhI"
"ECB_00724","ybhJ"
"ECB_00725","ybhC"
"ECB_00726","ECB_00726"
"ECB_00727","ECB_00727"
"ECB_00728","ECB_00728"
"ECB_00729","ECB_00729"
"ECB_00730","ECB_00730"
"ECB_00731","ECB_00731"
"ECB_00732","ECB_00732"
"ECB_00733","ECB_00733"
"ECB_00734","ECB_00734"
"ECB_00735","ECB_00735"
"ECB_00736","ECB_00736"
"ECB_00737","ECB_00737"
"ECB_00738","ECB_00738"
"ECB_00739","ECB_00739"
"ECB_00740","ybhB"
"ECB_00741","bioA"
"ECB_00742","bioB"
"ECB_00743","bioF"
"ECB_00744","bioC"
"ECB_00745","bioD"
"ECB_00746","uvrB"
"ECB_00747","ybhK"
"ECB_00748","moaA"
"ECB_00749","moaB"
"ECB_00750","moaC"
"ECB_00751","moaD"
"ECB_00752","moaE"
"ECB_00753","ybhL"
"ECB_00754","ybhM"
"ECB_00755","ybhN"
"ECB_00756","ybhO"
"ECB_00757","ybhP"
"ECB_00758","ybhQ"
"ECB_00759","ybhR"
"ECB_00760","ybhS"
"ECB_00761","ybhF"
"ECB_00762","ybhG"
"ECB_00763","ybiH"
"ECB_00764","rhlE"
"ECB_00765","ybiA"
"ECB_00766","dinG"
"ECB_00767","ybiB"
"ECB_00768","ybiC"
"ECB_00769","ybiJ"
"ECB_00770","ybiI"
"ECB_00771","ybiX"
"ECB_00772","ybiL"
"ECB_00773","ybiM"
"ECB_00774","ybiN"
"ECB_00775","ybiO"
"ECB_00776","glnQ"
"ECB_00777","glnP"
"ECB_00778","glnH"
"ECB_00779","dps"
"ECB_00780","ybiF"
"ECB_00781","ompX"
"ECB_00782","ybiP"
"ECB_00783","ECB_00783"
"ECB_00784","mntR"
"ECB_00785","ybiR"
"ECB_00786","ybiS"
"ECB_00787","ybiT"
"ECB_00788","ybiU"
"ECB_00789","ybiV"
"ECB_00790","ybiW"
"ECB_00791","ybiY"
"ECB_00792","fsa"
"ECB_00793","moeB"
"ECB_00794","moeA"
"ECB_00795","ybiK"
"ECB_00796","yliA"
"ECB_00797","yliB"
"ECB_00798","yliC"
"ECB_00799","yliD"
"ECB_00800","yliE"
"ECB_00801","yliF"
"ECB_00802","yliG"
"ECB_00803","yliH"
"ECB_00804","yliI"
"ECB_00805","yliJ"
"ECB_00806","dacC"
"ECB_00807","deoR"
"ECB_00808","ybjG"
"ECB_00809","cmr"
"ECB_00810","ybjH"
"ECB_00811","ybjI"
"ECB_00812","ybjJ"
"ECB_00813","ybjK"
"ECB_00814","ECB_00814"
"ECB_00815","ECB_00815"
"ECB_00816","ECB_00816"
"ECB_00817","ECB_00817"
"ECB_00818","ECB_00818"
"ECB_00819","ECB_00819"
"ECB_00820","ECB_00820"
"ECB_00821","ECB_00821"
"ECB_00822","ECB_00822"
"ECB_00823","ECB_00823"
"ECB_00824","ECB_00824"
"ECB_00825","ECB_00825"
"ECB_00826","ECB_00826"
"ECB_00827","ECB_00827"
"ECB_00828","ECB_00828"
"ECB_00829","ECB_00829"
"RF00170.1","msr"
"ECB_00831","ECB_00831"
"ECB_00832","ECB_00832"
"ECB_00833","ECB_00833"
"ECB_00834","ECB_00834"
"ECB_00835","ECB_00835"
"ECB_00836","ECB_00836"
"ECB_00837","ECB_00837"
"ECB_00838","ECB_00838"
"ECB_00839","ECB_00839"
"ECB_00840","ECB_00840"
"ECB_00841","ECB_00841"
"ECB_00842","ECB_00842"
"ECB_00843","ECB_00843"
"ECB_00844","ECB_00844"
"ECB_00845","ECB_00845"
"ECB_00846","ECB_00846"
"ECB_00847","tfaE"
"ECB_00848","ECB_00848"
"ECB_00849","ECB_00849"
"ECB_00850","ECB_00850"
"ECB_00851","ECB_00851"
